entry,at,order
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:41:32.035Z,160714689203600
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T05:41:29.690Z,160714688969100
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:41:28.784Z,160714688878500
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T05:41:27.885Z,160714688788600
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:41:25.908Z,160714688590800
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:41:24.354Z,160714688435500
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:41:23.195Z,160714688319600
"""Dan @ ZB3s47J263"" posts a big blind of 20",2020-12-05T05:41:21.348Z,160714688135014
"""Linan @ PKTux6PUMb"" posts a small blind of 10",2020-12-05T05:41:21.348Z,160714688135013
"Your hand is J♥, 4♣",2020-12-05T05:41:21.348Z,160714688135009
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3848) | #2 ""joe @ To7KZmMlPh"" (1175) | #3 ""modi @ ijiXIznN9B"" (2943) | #4 ""CreamPuff @ owJOiR5UW9"" (2177) | #5 ""Carin @ zKPsMGdvKG"" (1207) | #6 ""Jen @ XqgTOswofW"" (1925) | #7 ""Linan @ PKTux6PUMb"" (4298) | #8 ""Dan @ ZB3s47J263"" (1627) | #9 ""Gavyn @ At3VyaLfP5"" (840) | #10 ""Matt @ BzFeWrc0Jd"" (960)",2020-12-05T05:41:21.348Z,160714688135002
"-- starting hand #68  (No Limit Texas Hold'em) (dealer: ""Jen @ XqgTOswofW"") --",2020-12-05T05:41:21.348Z,160714688135001
"The player ""joe @ To7KZmMlPh"" joined the game with a stack of 1175.",2020-12-05T05:41:21.348Z,160714688135000
"-- ending hand #67 --",2020-12-05T05:41:14.796Z,160714687479702
"""Tim @ OuRDJHZx-C"" collected 520 from pot with Three of a Kind, K's (combination: K♣, K♠, K♦, A♥, 10♠)",2020-12-05T05:41:14.796Z,160714687479701
"""Tim @ OuRDJHZx-C"" shows a 2♣, K♣.",2020-12-05T05:41:14.796Z,160714687479700
"""Gavyn @ At3VyaLfP5"" calls 60",2020-12-05T05:41:13.982Z,160714687398300
"""Tim @ OuRDJHZx-C"" bets 60",2020-12-05T05:41:08.097Z,160714686809800
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:41:03.387Z,160714686338800
"river: K♠, A♥, 3♣, K♦ [10♠]",2020-12-05T05:41:02.259Z,160714686226700
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T05:41:01.450Z,160714686145100
"""Gavyn @ At3VyaLfP5"" calls 60",2020-12-05T05:41:00.519Z,160714686052300
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:40:59.681Z,160714685968200
"""modi @ ijiXIznN9B"" folds",2020-12-05T05:40:57.311Z,160714685731100
"""Tim @ OuRDJHZx-C"" bets 60",2020-12-05T05:40:56.193Z,160714685619300
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:40:51.118Z,160714685111900
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:40:49.990Z,160714684999100
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:40:47.915Z,160714684791600
"turn: K♠, A♥, 3♣ [K♦]",2020-12-05T05:40:44.340Z,160714684434200
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:40:43.532Z,160714684353200
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:40:42.702Z,160714684270300
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:40:41.772Z,160714684177300
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:40:37.609Z,160714683761000
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:40:36.763Z,160714683676400
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T05:40:34.407Z,160714683440800
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:40:33.004Z,160714683300500
"The player ""joe @ To7KZmMlPh"" sit back with the stack of 1175.",2020-12-05T05:40:32.024Z,160714683202500
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:40:31.957Z,160714683195800
"""Matt @ BzFeWrc0Jd"" bets 20",2020-12-05T05:40:29.261Z,160714682926200
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:40:21.927Z,160714682192800
"""Dan @ ZB3s47J263"" checks",2020-12-05T05:40:21.097Z,160714682109900
"""Linan @ PKTux6PUMb"" checks",2020-12-05T05:40:20.188Z,160714682018900
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:40:19.349Z,160714681935000
"flop:  [K♠, A♥, 3♣]",2020-12-05T05:40:16.610Z,160714681661100
"""Linan @ PKTux6PUMb"" checks",2020-12-05T05:40:15.804Z,160714681580400
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:40:14.959Z,160714681496000
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:40:14.113Z,160714681411400
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T05:40:10.990Z,160714681099100
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:40:08.287Z,160714680828800
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:40:07.381Z,160714680738100
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:40:05.333Z,160714680533400
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:40:04.135Z,160714680413600
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T05:40:02.872Z,160714680287300
"""Linan @ PKTux6PUMb"" posts a big blind of 20",2020-12-05T05:39:59.438Z,160714679944614
"""Jen @ XqgTOswofW"" posts a small blind of 10",2020-12-05T05:39:59.438Z,160714679944613
"Your hand is 2♥, 10♦",2020-12-05T05:39:59.438Z,160714679944609
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3488) | #3 ""modi @ ijiXIznN9B"" (2983) | #4 ""CreamPuff @ owJOiR5UW9"" (2197) | #5 ""Carin @ zKPsMGdvKG"" (1227) | #6 ""Jen @ XqgTOswofW"" (1965) | #7 ""Linan @ PKTux6PUMb"" (4318) | #8 ""Dan @ ZB3s47J263"" (1647) | #9 ""Gavyn @ At3VyaLfP5"" (1000) | #10 ""Matt @ BzFeWrc0Jd"" (1000)",2020-12-05T05:39:59.438Z,160714679944603
"-- starting hand #67  (No Limit Texas Hold'em) (dealer: ""Carin @ zKPsMGdvKG"") --",2020-12-05T05:39:59.438Z,160714679944602
"The player ""Matt @ BzFeWrc0Jd"" joined the game with a stack of 1000.",2020-12-05T05:39:59.438Z,160714679944601
"The admin updated the player ""Gavyn @ At3VyaLfP5"" stack from 0 to 1000.",2020-12-05T05:39:59.438Z,160714679944600
"-- ending hand #66 --",2020-12-05T05:39:53.400Z,160714679340201
"""modi @ ijiXIznN9B"" collected 686 from pot with Flush, Kh High (combination: K♥, Q♥, 10♥, 8♥, 7♥)",2020-12-05T05:39:53.400Z,160714679340200
"river: Q♥, 7♥, 6♦, 10♥ [4♣]",2020-12-05T05:39:50.351Z,160714679035500
"turn: Q♥, 7♥, 6♦ [10♥]",2020-12-05T05:39:47.317Z,160714678731900
"""Gavyn @ At3VyaLfP5"" shows a J♣, 2♦.",2020-12-05T05:39:44.281Z,160714678428202
"""modi @ ijiXIznN9B"" shows a 8♥, K♥.",2020-12-05T05:39:44.281Z,160714678428201
"Uncalled bet of 120 returned to ""modi @ ijiXIznN9B""",2020-12-05T05:39:44.281Z,160714678428200
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:39:43.470Z,160714678347100
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:39:41.612Z,160714678161300
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:39:40.773Z,160714678077300
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:39:39.930Z,160714677993100
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T05:39:33.268Z,160714677326900
"""modi @ ijiXIznN9B"" bets 120",2020-12-05T05:39:25.762Z,160714676576200
"WARNING: the admin queued the stack change for the player ""Gavyn @ At3VyaLfP5"" adding 1000 chips in the next hand.",2020-12-05T05:39:23.861Z,160714676386200
"""Dan @ ZB3s47J263"" checks",2020-12-05T05:39:21.427Z,160714676142800
"""Linan @ PKTux6PUMb"" checks",2020-12-05T05:39:19.481Z,160714675948100
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:39:18.631Z,160714675863200
"""Carin @ zKPsMGdvKG"" checks",2020-12-05T05:39:16.477Z,160714675647700
"flop:  [Q♥, 7♥, 6♦]",2020-12-05T05:39:11.837Z,160714675183800
"""Dan @ ZB3s47J263"" calls 98",2020-12-05T05:39:11.017Z,160714675101700
"The admin approved the player ""Matt @ BzFeWrc0Jd"" participation with a stack of 1000.",2020-12-05T05:39:08.811Z,160714674881400
"""Linan @ PKTux6PUMb"" calls 98",2020-12-05T05:39:08.226Z,160714674822700
"""Jen @ XqgTOswofW"" calls 98",2020-12-05T05:39:06.629Z,160714674663000
"""Carin @ zKPsMGdvKG"" calls 98",2020-12-05T05:39:05.171Z,160714674517100
"""CreamPuff @ owJOiR5UW9"" calls 98",2020-12-05T05:39:03.177Z,160714674317800
"""modi @ ijiXIznN9B"" calls 98",2020-12-05T05:39:02.179Z,160714674218000
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T05:39:01.047Z,160714674104800
"""Gavyn @ At3VyaLfP5"" raises to 98 and go all in",2020-12-05T05:38:53.571Z,160714673357200
"The player ""Matt @ BzFeWrc0Jd"" requested a seat.",2020-12-05T05:38:51.444Z,160714673144500
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T05:38:51.105Z,160714673110600
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T05:38:47.479Z,160714672748000
"""Jen @ XqgTOswofW"" posts a big blind of 20",2020-12-05T05:38:46.112Z,160714672611712
"""Carin @ zKPsMGdvKG"" posts a small blind of 10",2020-12-05T05:38:46.112Z,160714672611711
"Your hand is 10♠, 5♠",2020-12-05T05:38:46.112Z,160714672611708
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3488) | #3 ""modi @ ijiXIznN9B"" (2395) | #4 ""CreamPuff @ owJOiR5UW9"" (2295) | #5 ""Carin @ zKPsMGdvKG"" (1325) | #6 ""Jen @ XqgTOswofW"" (2063) | #7 ""Linan @ PKTux6PUMb"" (4416) | #8 ""Dan @ ZB3s47J263"" (1745) | #9 ""Gavyn @ At3VyaLfP5"" (98)",2020-12-05T05:38:46.112Z,160714672611702
"-- starting hand #66  (No Limit Texas Hold'em) (dealer: ""CreamPuff @ owJOiR5UW9"") --",2020-12-05T05:38:46.112Z,160714672611701
"The player ""Matt @ BzFeWrc0Jd"" quits the game with a stack of 0.",2020-12-05T05:38:46.112Z,160714672611700
"-- ending hand #65 --",2020-12-05T05:38:39.604Z,160714671961204
"""Matt @ BzFeWrc0Jd"" shows a 8♠, A♦.",2020-12-05T05:38:39.604Z,160714671961203
"""Linan @ PKTux6PUMb"" collected 4142 from pot with Full House, 3's over 6's (combination: 3♣, 3♥, 3♦, 6♣, 6♥)",2020-12-05T05:38:39.604Z,160714671961202
"""Linan @ PKTux6PUMb"" shows a 6♣, 3♣.",2020-12-05T05:38:39.604Z,160714671961201
"Uncalled bet of 274 returned to ""Linan @ PKTux6PUMb""",2020-12-05T05:38:39.604Z,160714671961200
"""Matt @ BzFeWrc0Jd"" calls 228 and go all in",2020-12-05T05:38:38.799Z,160714671880000
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:38:36.664Z,160714671666400
"""Linan @ PKTux6PUMb"" bets 502 and go all in",2020-12-05T05:38:35.539Z,160714671554000
"river: 3♥, 8♣, 6♥, 3♦ [K♣]",2020-12-05T05:38:33.847Z,160714671385700
"""Matt @ BzFeWrc0Jd"" calls 737",2020-12-05T05:38:33.040Z,160714671304100
"""Gavyn @ At3VyaLfP5"" calls 737",2020-12-05T05:38:30.769Z,160714671076900
"""Linan @ PKTux6PUMb"" bets 737",2020-12-05T05:38:24.960Z,160714670496500
"turn: 3♥, 8♣, 6♥ [3♦]",2020-12-05T05:38:22.219Z,160714670222100
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:38:21.413Z,160714670141300
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:38:20.570Z,160714670057100
"""modi @ ijiXIznN9B"" folds",2020-12-05T05:38:18.745Z,160714669874600
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T05:38:17.842Z,160714669784300
"""Matt @ BzFeWrc0Jd"" calls 295",2020-12-05T05:38:16.048Z,160714669604900
"""Gavyn @ At3VyaLfP5"" calls 295",2020-12-05T05:38:14.787Z,160714669478800
"""Linan @ PKTux6PUMb"" bets 295",2020-12-05T05:38:13.874Z,160714669387500
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:38:11.730Z,160714669173100
"""Carin @ zKPsMGdvKG"" checks",2020-12-05T05:38:09.318Z,160714668931900
"flop:  [3♥, 8♣, 6♥]",2020-12-05T05:38:05.668Z,160714668566900
"""Matt @ BzFeWrc0Jd"" calls 80",2020-12-05T05:38:04.863Z,160714668486400
"""Gavyn @ At3VyaLfP5"" calls 80",2020-12-05T05:38:03.725Z,160714668372600
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:38:02.887Z,160714668288800
"""Linan @ PKTux6PUMb"" calls 80",2020-12-05T05:38:01.776Z,160714668177700
"""Jen @ XqgTOswofW"" calls 80",2020-12-05T05:37:55.400Z,160714667540100
"""Carin @ zKPsMGdvKG"" calls 80",2020-12-05T05:37:54.112Z,160714667411300
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T05:37:47.432Z,160714666743200
"""modi @ ijiXIznN9B"" calls 80",2020-12-05T05:37:44.148Z,160714666414900
"""Tim @ OuRDJHZx-C"" raises to 80",2020-12-05T05:37:42.863Z,160714666286400
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:37:37.657Z,160714665765800
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:37:36.480Z,160714665648100
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T05:37:35.276Z,160714665527700
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T05:37:33.768Z,160714665376900
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:37:32.921Z,160714665292200
"""Carin @ zKPsMGdvKG"" posts a big blind of 20",2020-12-05T05:37:30.216Z,160714665021713
"""CreamPuff @ owJOiR5UW9"" posts a small blind of 10",2020-12-05T05:37:30.216Z,160714665021712
"Your hand is 6♣, 3♣",2020-12-05T05:37:30.216Z,160714665021708
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3568) | #3 ""modi @ ijiXIznN9B"" (2475) | #4 ""CreamPuff @ owJOiR5UW9"" (2305) | #5 ""Carin @ zKPsMGdvKG"" (1405) | #6 ""Jen @ XqgTOswofW"" (2143) | #7 ""Linan @ PKTux6PUMb"" (1614) | #8 ""Dan @ ZB3s47J263"" (1765) | #9 ""Gavyn @ At3VyaLfP5"" (1210) | #10 ""Matt @ BzFeWrc0Jd"" (1340)",2020-12-05T05:37:30.216Z,160714665021702
"-- starting hand #65  (No Limit Texas Hold'em) (dealer: ""modi @ ijiXIznN9B"") --",2020-12-05T05:37:30.216Z,160714665021701
"The player ""joe @ To7KZmMlPh"" stand up with the stack of 1175.",2020-12-05T05:37:30.216Z,160714665021700
"-- ending hand #64 --",2020-12-05T05:37:27.293Z,160714664729402
"""CreamPuff @ owJOiR5UW9"" collected 720 from pot",2020-12-05T05:37:27.293Z,160714664729401
"Uncalled bet of 1585 returned to ""CreamPuff @ owJOiR5UW9""",2020-12-05T05:37:27.293Z,160714664729400
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T05:37:26.488Z,160714664648900
"""CreamPuff @ owJOiR5UW9"" bets 1585 and go all in",2020-12-05T05:37:22.372Z,160714664237400
"river: 4♥, 9♥, 7♦, Q♣ [7♠]",2020-12-05T05:37:16.884Z,160714663689000
"""Tim @ OuRDJHZx-C"" calls 180",2020-12-05T05:37:16.078Z,160714663607900
"""CreamPuff @ owJOiR5UW9"" bets 180",2020-12-05T05:37:12.421Z,160714663242100
"turn: 4♥, 9♥, 7♦ [Q♣]",2020-12-05T05:37:07.325Z,160714662733100
"""modi @ ijiXIznN9B"" folds",2020-12-05T05:37:06.509Z,160714662650900
"""Tim @ OuRDJHZx-C"" calls 100",2020-12-05T05:37:05.590Z,160714662559100
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T05:37:01.460Z,160714662146000
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:37:00.576Z,160714662057700
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:36:59.730Z,160714661973100
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:36:52.335Z,160714661233600
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:36:48.960Z,160714660896100
"""CreamPuff @ owJOiR5UW9"" bets 100",2020-12-05T05:36:46.473Z,160714660647400
"""modi @ ijiXIznN9B"" checks",2020-12-05T05:36:42.565Z,160714660257100
"flop:  [4♥, 9♥, 7♦]",2020-12-05T05:36:40.422Z,160714660042300
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T05:36:39.614Z,160714659961500
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:36:37.110Z,160714659711000
"""joe @ To7KZmMlPh"" folds",2020-12-05T05:36:36.211Z,160714659621100
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:36:30.823Z,160714659082400
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:36:29.241Z,160714658924200
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:36:28.094Z,160714658809500
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:36:26.459Z,160714658645900
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T05:36:25.559Z,160714658555900
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:36:24.229Z,160714658423000
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:36:23.381Z,160714658338200
"""CreamPuff @ owJOiR5UW9"" posts a big blind of 20",2020-12-05T05:36:17.778Z,160714657778013
"""modi @ ijiXIznN9B"" posts a small blind of 10",2020-12-05T05:36:17.778Z,160714657778012
"Your hand is 3♥, 8♣",2020-12-05T05:36:17.778Z,160714657778008
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3868) | #2 ""joe @ To7KZmMlPh"" (1175) | #3 ""modi @ ijiXIznN9B"" (2495) | #4 ""CreamPuff @ owJOiR5UW9"" (1885) | #5 ""Carin @ zKPsMGdvKG"" (1425) | #6 ""Jen @ XqgTOswofW"" (2163) | #7 ""Linan @ PKTux6PUMb"" (1634) | #8 ""Dan @ ZB3s47J263"" (1765) | #9 ""Gavyn @ At3VyaLfP5"" (1230) | #10 ""Matt @ BzFeWrc0Jd"" (1360)",2020-12-05T05:36:17.778Z,160714657778001
"-- starting hand #64  (No Limit Texas Hold'em) (dealer: ""joe @ To7KZmMlPh"") --",2020-12-05T05:36:17.778Z,160714657778000
"""joe @ To7KZmMlPh"" shows a 2♥, 7♥.",2020-12-05T05:36:14.723Z,160714657472400
"-- ending hand #63 --",2020-12-05T05:36:14.174Z,160714657417502
"""Jen @ XqgTOswofW"" collected 1400 from pot",2020-12-05T05:36:14.174Z,160714657417501
"Uncalled bet of 250 returned to ""Jen @ XqgTOswofW""",2020-12-05T05:36:14.174Z,160714657417500
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T05:36:13.340Z,160714657334100
"""modi @ ijiXIznN9B"" folds",2020-12-05T05:36:06.988Z,160714656698900
"""Jen @ XqgTOswofW"" bets 250",2020-12-05T05:36:05.796Z,160714656579700
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T05:35:59.967Z,160714655996800
"""modi @ ijiXIznN9B"" checks",2020-12-05T05:35:58.590Z,160714655859000
"river: 9♠, 10♣, 7♣, A♠ [K♣]",2020-12-05T05:35:54.815Z,160714655482100
"""modi @ ijiXIznN9B"" calls 220",2020-12-05T05:35:53.997Z,160714655399800
"""joe @ To7KZmMlPh"" folds",2020-12-05T05:35:52.928Z,160714655292900
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T05:35:51.191Z,160714655119200
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T05:35:47.100Z,160714654710200
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:35:46.219Z,160714654622000
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:35:37.909Z,160714653791000
"""Jen @ XqgTOswofW"" calls 220",2020-12-05T05:35:37.044Z,160714653704500
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:35:34.335Z,160714653433600
"""CreamPuff @ owJOiR5UW9"" raises to 220",2020-12-05T05:35:31.692Z,160714653169300
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:35:26.935Z,160714652693600
"""joe @ To7KZmMlPh"" bets 20",2020-12-05T05:35:25.380Z,160714652538200
"turn: 9♠, 10♣, 7♣ [A♠]",2020-12-05T05:35:22.648Z,160714652265300
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:35:21.842Z,160714652184300
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:35:16.198Z,160714651619900
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:35:15.186Z,160714651518700
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T05:35:13.537Z,160714651353800
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:35:12.697Z,160714651269900
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:35:11.853Z,160714651185400
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T05:35:09.992Z,160714650999300
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:35:09.085Z,160714650908600
"""joe @ To7KZmMlPh"" bets 20",2020-12-05T05:35:08.085Z,160714650808600
"flop:  [9♠, 10♣, 7♣]",2020-12-05T05:35:04.506Z,160714650450800
"""Carin @ zKPsMGdvKG"" calls 60",2020-12-05T05:35:03.694Z,160714650369500
"""CreamPuff @ owJOiR5UW9"" calls 60",2020-12-05T05:34:58.093Z,160714649809300
"""modi @ ijiXIznN9B"" calls 60",2020-12-05T05:34:57.107Z,160714649710800
"""joe @ To7KZmMlPh"" calls 60",2020-12-05T05:34:56.194Z,160714649619500
"""Tim @ OuRDJHZx-C"" calls 60",2020-12-05T05:34:54.608Z,160714649460900
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T05:34:52.406Z,160714649240700
"""Gavyn @ At3VyaLfP5"" calls 60",2020-12-05T05:34:51.212Z,160714649121300
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:34:50.369Z,160714649037000
"""Linan @ PKTux6PUMb"" calls 60",2020-12-05T05:34:49.467Z,160714648946800
"""Jen @ XqgTOswofW"" raises to 60",2020-12-05T05:34:45.314Z,160714648531500
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:34:40.006Z,160714648000900
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T05:34:37.480Z,160714647748100
"""modi @ ijiXIznN9B"" posts a big blind of 20",2020-12-05T05:34:34.016Z,160714647402315
"""joe @ To7KZmMlPh"" posts a small blind of 10",2020-12-05T05:34:34.016Z,160714647402314
"Your hand is 10♠, 6♣",2020-12-05T05:34:34.016Z,160714647402310
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3948) | #2 ""joe @ To7KZmMlPh"" (1275) | #3 ""modi @ ijiXIznN9B"" (2795) | #4 ""CreamPuff @ owJOiR5UW9"" (2185) | #5 ""Carin @ zKPsMGdvKG"" (1505) | #6 ""Jen @ XqgTOswofW"" (1063) | #7 ""Linan @ PKTux6PUMb"" (1714) | #8 ""Dan @ ZB3s47J263"" (1765) | #9 ""Gavyn @ At3VyaLfP5"" (1310) | #10 ""Matt @ BzFeWrc0Jd"" (1440)",2020-12-05T05:34:34.016Z,160714647402303
"-- starting hand #63  (No Limit Texas Hold'em) (dealer: ""Tim @ OuRDJHZx-C"") --",2020-12-05T05:34:34.016Z,160714647402302
"The admin updated the player ""Carin @ zKPsMGdvKG"" stack from 505 to 1505.",2020-12-05T05:34:34.016Z,160714647402301
"The admin updated the player ""Linan @ PKTux6PUMb"" stack from 714 to 1714.",2020-12-05T05:34:34.016Z,160714647402300
"Undealt cards: 10♥, J♠, 4♦, 9♦ [K♥]",2020-12-05T05:34:29.549Z,160714646955000
"-- ending hand #62 --",2020-12-05T05:34:28.092Z,160714646809202
"""modi @ ijiXIznN9B"" collected 360 from pot",2020-12-05T05:34:28.092Z,160714646809201
"Uncalled bet of 140 returned to ""modi @ ijiXIznN9B""",2020-12-05T05:34:28.092Z,160714646809200
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T05:34:27.282Z,160714646728300
"WARNING: the admin queued the stack change for the player ""Carin @ zKPsMGdvKG"" adding 1000 chips in the next hand.",2020-12-05T05:34:23.822Z,160714646382300
"""modi @ ijiXIznN9B"" bets 140",2020-12-05T05:34:20.070Z,160714646007100
"WARNING: the admin queued the stack change for the player ""Linan @ PKTux6PUMb"" adding 1000 chips in the next hand.",2020-12-05T05:34:18.235Z,160714645823700
"turn: 10♥, J♠, 4♦ [9♦]",2020-12-05T05:34:15.031Z,160714645503700
"""modi @ ijiXIznN9B"" calls 90",2020-12-05T05:34:14.226Z,160714645422700
"""joe @ To7KZmMlPh"" folds",2020-12-05T05:34:13.327Z,160714645332800
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T05:34:08.102Z,160714644810300
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T05:34:05.434Z,160714644543400
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:34:02.726Z,160714644272700
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:34:01.876Z,160714644187600
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:34:00.946Z,160714644094600
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:33:57.115Z,160714643711600
"""CreamPuff @ owJOiR5UW9"" bets 90",2020-12-05T05:33:56.247Z,160714643624800
"""modi @ ijiXIznN9B"" checks",2020-12-05T05:33:53.287Z,160714643328800
"""joe @ To7KZmMlPh"" checks",2020-12-05T05:33:52.384Z,160714643238500
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T05:33:48.888Z,160714642888900
"flop:  [10♥, J♠, 4♦]",2020-12-05T05:33:45.647Z,160714642564900
"""joe @ To7KZmMlPh"" checks",2020-12-05T05:33:44.841Z,160714642484200
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:33:41.687Z,160714642168700
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:33:39.134Z,160714641913500
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:33:37.231Z,160714641723200
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T05:33:32.255Z,160714641225600
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T05:33:31.359Z,160714641136000
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:33:25.864Z,160714640586500
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:33:25.016Z,160714640501700
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T05:33:21.528Z,160714640153800
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:33:19.809Z,160714639981000
"""joe @ To7KZmMlPh"" posts a big blind of 20",2020-12-05T05:33:17.200Z,160714639720113
"""Tim @ OuRDJHZx-C"" posts a small blind of 10",2020-12-05T05:33:17.200Z,160714639720112
"Your hand is 5♣, 5♠",2020-12-05T05:33:17.200Z,160714639720108
